run,sampled_lumi_MB,prescale_MB,livetime_MB,nevents_MB,sampled_lumi_HT2,prescale_HT2,livetime_HT2,nevents_HT2
15103062,0.002539,507.69598389,0.681073443068917,15234.0,1.22421871874658,1.0,0.64682460680868,32490.0
15103063,0.000341,476.40805054,0.841338913145605,2046.0,0.151571015890143,1.0,0.784971098265896,4074.0
15104002,0.0039581666666666,1139.52001953,0.915928901028674,23749.0,4.32553836346617,1.0,0.878386989527345,126818.0
15104003,0.0036461666666666,1129.8972168,0.878814867759689,21877.0,3.9691695887623,1.0,0.846684473174272,113167.0
15104004,0.0033551666666666,1233.46936035,0.905400936115489,20131.0,3.98371306101417,1.0,0.871538394684238,110308.0
15104006,0.0031565,1170.84936523,0.907648205446292,18939.0,3.5714441724042,1.0,0.877111086845745,96391.0
15104007,0.0031325,1041.3840332,0.916835086752525,18795.0,3.15241645125103,1.0,0.885998152050912,85341.0
15104008,0.0031843333333333,904.41607666,0.891648107001732,19106.0,2.74702258220301,1.0,0.850489438433797,74138.0
15104010,0.0032985,859.2880249,0.894139312295291,19791.0,2.7104007834031,1.0,0.855034140723243,72753.0
15104011,0.0014398333333333,754.98406982,0.919300781269821,8639.0,1.03697758152989,1.0,0.876954346466542,28045.0
15104012,0.0029915,726.90264893,0.861078302351275,17949.0,2.08911634055017,1.0,0.827256166756256,55403.0
15104013,0.002639,658.67468262,0.77876568553396,15834.0,1.6669368472332,1.0,0.746819402909423,44202.0
15104014,0.0029236666666666,624.01470947,0.77240357751892,17542.0,1.74302424377871,1.0,0.737946744167779,46974.0
15104015,0.0029308333333333,581.0960083,0.821862163924176,17585.0,1.62413031728564,1.0,0.783755941515606,43362.0
15104016,1.66666666666667e-07,348.96932983,2.13302130278847e-05,1.0,8.30879356738095e-06,1.0,3.04717328969781e-06,1.0
15104017,0.0040983333333333,329.00799561,0.894131478929908,24590.0,1.26497745043116,1.0,0.838823208664833,33844.0
15104018,8.33333333333333e-07,346.86404419,0.0105220151481819,5.0,0.0002627036298298,1.0,0.0095628415300546,7.0
15104019,0.0038861666666666,348.54266357,0.871967380814887,23317.0,1.27018308732795,1.0,0.817690960140145,34074.0
15104020,0.0038796666666666,356.08535767,0.897151039491149,23278.0,1.30282471149865,1.0,0.846063623524906,35346.0
15104021,0.0038433333333333,354.46133423,0.883602682482945,23060.0,1.28376419459124,1.0,0.832655516784984,34601.0
15104022,0.0037385,346.0586853,0.894643444318216,22431.0,1.21602442580674,1.0,0.84090153240042,32870.0
15104023,0.0042231666666666,315.27868652,0.906499319905109,25339.0,1.25647813310701,1.0,0.855440058962564,33657.0
15104024,0.0028621666666666,288.97601318,0.911009239999486,17173.0,0.784008003622012,1.0,0.863548160687007,20916.0
15104037,0.0020825,987.21325684,0.804610160160258,12495.0,1.92655057711879,1.0,0.7539975564894,56159.0
15104039,1.66666666666667e-07,1060.98925781,0.0010580860800885,1.0,1.29705288240831e-06,1.0,7.76102259233677e-06,3.0
15104040,0.002499,1052.50927734,0.841557237582178,14994.0,2.49187414152511,1.0,0.797292307692308,71256.0
15104042,0.0034353333333333,1150.01159668,0.875870831334926,20612.0,3.84076738101724,1.0,0.851504534212696,107419.0
15104043,0.0032216666666666,1151.76049805,0.870619578000302,19330.0,3.61249707909197,1.0,0.847604298733014,99613.0
15104044,0.0015701666666666,1060.52990723,0.842377701080306,9421.0,1.59201154149769,1.0,0.805349512587633,43538.0
15104052,0.0039885,1020.83294678,0.838882488249814,23931.0,3.85112116906878,1.0,0.793458171554651,110762.0
15104053,0.0036158333333333,1104.69665527,0.79917861422496,21695.0,3.81740655080944,1.0,0.763766885918382,107988.0
15104054,0.0028903333333333,1172.25390625,0.801990909256888,17342.0,3.23265990822635,1.0,0.765173361947555,90843.0
15104055,0.0031428333333333,1125.33129883,0.857343124651027,18857.0,3.38793575257212,1.0,0.821274023721509,93755.0
15104056,0.0031673333333333,1023.9776001,0.87667504531245,19004.0,3.09528269527687,1.0,0.836671039207113,85924.0
15104057,0.0032293333333333,920.45098877,0.892444233782381,19376.0,2.83887827941743,1.0,0.852342837175273,78055.0
15104058,0.003295,819.18560791,0.895891707261268,19770.0,2.5752054273324,1.0,0.854731408213468,70535.0
15104059,1.66666666666667e-07,752.17596436,0.0001430964679603,1.0,1.52881293569106e-05,1.0,1.74507887756527e-05,5.0
15104060,0.0003585,706.25,0.680262966388041,2151.0,0.240858170485352,1.0,0.647128595433429,6547.0
15104062,0.0001698333333333,684.13336182,0.609210721937995,1019.0,0.112722851683618,1.0,0.591038541864439,3113.0
15104063,0.0014475,668.93334961,0.692476904082661,8685.0,0.928387336573833,1.0,0.66394649174909,25710.0
15104064,0.0027046666666666,649.20001221,0.739769419203017,16228.0,1.66383966588349,1.0,0.700996064928677,45604.0
15104065,0.0032835,597.88336182,0.792621874961096,19701.0,1.84399460593106,1.0,0.744512873784967,50169.0
15104066,0.002886,528.71868896,0.68585716488235,17316.0,1.42243218547878,1.0,0.639358232681624,39013.0
15104067,0.0031603333333333,487.98504639,0.732154467874557,18962.0,1.44623151048486,1.0,0.686595781767474,39390.0
15104068,0.000248,462.46560669,0.749357767393641,1488.0,0.10856802493151,1.0,0.709349112426035,2997.0
15104069,0.0038623333333333,449.42266846,0.804644510015092,23174.0,1.62242899036529,1.0,0.752081704788771,44244.0
15104070,0.00368,418.17626953,0.818520450132432,22080.0,1.43962767478079,1.0,0.765724456826668,39578.0
15105001,0.0023821666666666,389.91921997,0.825322209958464,14293.0,0.0936374975468875,1.0,0.0832006165787383,24397.0
15105002,0.004334,376.89199829,0.855157382503251,26004.0,1.53267558115267,1.0,0.802399156340627,42609.0
15105003,0.0041976666666666,349.53173828,0.880379069209742,25186.0,1.38011943065101,1.0,0.828117216434558,38235.0
15105004,0.0043788333333333,306.21786499,0.888979438938387,26273.0,1.26003032526865,1.0,0.835379424222844,34908.0
15105005,0.0043356666666666,308.98693848,0.905725298147421,26014.0,1.26031201336161,1.0,0.85207646031438,35126.0
15105006,0.0042736666666666,285.82748413,0.901161847777051,25642.0,1.14943482073964,1.0,0.847973956541302,32039.0
15105008,0.0010308333333333,264.60321045,0.894228026556651,6185.0,0.251981665618179,1.0,0.826101968005524,7178.0
15105010,0.0039588333333333,951.15557861,0.899582265550383,23753.0,3.55588338091511,1.0,0.849512193103677,102661.0
15105012,0.0038745,980.44696045,0.87302251354151,23247.0,3.5993530724536,1.0,0.827199234555288,101994.0
15105013,0.0033423333333333,1069.89331055,0.867790461027949,20054.0,3.4050222714321,1.0,0.82631302113423,95829.0
