run,sampled_lumi_VPDMB,prescale_VPDMB,lifetime_VPDMB,nevents_VPDMB,sampled_lumi_BHT2,prescale_BHT2,lifetime_BHT2,nevents_BHT2,BHT2_weight
13051022,4.922776e-05,67.19866943,0.913094240625758,1230694.0,0.0283169004024769,1.0,0.910552187448796,55775.0,1478.6330757720564
13051023,4.887904e-05,68.85703278,0.915976975897077,1221976.0,0.0289789728109006,1.0,0.915947702184295,58699.0,1433.3966916851996
13051024,2.79894e-05,64.72924042,0.915340851027961,699735.0,0.0156259333637199,1.0,0.914025209363478,32163.0,1406.2187564011194
13051026,5.006068e-05,63.64228439,0.897237263910132,1251517.0,0.0276692127115192,1.0,0.897172318826656,56246.0,1415.9875464656216
13051028,2.94368e-05,60.32624054,0.886121398678356,735920.0,0.0154242020767714,1.0,0.88262676641729,32033.0,1380.4577615736746
13051069,3.99478e-05,107.85122681,0.890551804135944,998695.0,0.0337129150455208,1.0,0.889606241730164,78020.0,1379.0837869070406
13051070,3.303548e-05,93.18370056,0.886894107354625,825887.0,0.0242781108503715,1.0,0.887928474811125,54102.0,1424.1425999043834
13051071,4.489316e-05,88.76751709,0.895433969913566,1122329.0,0.0317370528474169,1.0,0.895649264550986,72556.0,1373.426215056956
13051072,4.644024e-05,81.97206116,0.893924652770257,1161006.0,0.0305624554701069,1.0,0.894823532370211,71220.0,1337.626402883525
13051073,4.73756e-05,77.62109375,0.89221539551896,1184390.0,0.0297028087603031,1.0,0.891785538612887,69158.0,1328.6872795683464
13051074,5.499136e-05,73.67195129,0.879545871236653,1374784.0,0.0330604187158386,1.0,0.878902099388191,78857.0,1283.4483575225331
13051081,1.702472e-05,60.8766861,0.910152552779886,425618.0,0.0086648059668366,1.0,0.910963052695336,19774.0,1311.484104766544
13051083,5.102832e-05,59.08200073,0.90183785171764,1275708.0,0.0252609509804406,1.0,0.901215350535832,60408.0,1246.844048072748
13051084,3.143564e-05,58.7460022,1.0,785891.0,0.014533055111875,1.0,1.0,36997.0,1247.8837315176959
13051085,5.161592e-05,58.32600021,0.911533305127319,1290398.0,0.0254091937229406,1.0,0.910926458025938,58867.0,1277.6877993847233
13051086,5.208376e-05,56.22399902,0.903557832942452,1302094.0,0.0249093847293344,1.0,0.905438979352023,54105.0,1355.9069925815593
13051087,4.331844e-05,55.04200363,0.91636414713329,1082961.0,0.0203514299231091,1.0,0.915511068030306,46461.0,1281.7815277961815
13051091,5.270428e-05,51.15399933,0.911047221478333,1317607.0,0.0232035621851718,1.0,0.9111209751767,53561.0,1258.4963690532795
13051092,5.272996e-05,50.21299744,0.911420707659592,1318249.0,0.0228342270330272,1.0,0.91023293227678,53391.0,1238.1669152987297
13051093,5.29232e-05,49.58100128,0.915437200507741,1323080.0,0.0227868217824904,1.0,0.91505306040336,54770.0,1197.2266559221482
13051099,3.11984e-05,184.08531189,0.858283813609052,779960.0,0.0441045022294513,1.0,0.862888116588722,121117.0,1191.8179691824787
13051100,2.4668e-06,146.89405823,0.886311457240757,61670.0,0.002771315642477,1.0,0.881497140014922,7480.0,1204.5119803509697
13052001,3.692472e-05,140.20175171,0.895818351910483,923118.0,0.0401013335437892,1.0,0.894344630461413,105518.0,1224.5289496461717
13052002,3.956948e-05,123.79009247,0.909215453383058,989237.0,0.0385352416956405,1.0,0.911606522422016,96102.0,1277.5986034264556
13052003,4.138596e-05,112.17047882,0.895392136874437,1034649.0,0.0367579696886925,1.0,0.893889165147246,97150.0,1192.6120914109188
13052004,4.199136e-05,105.15812683,0.893322024710314,1049784.0,0.0353191593537591,1.0,0.892238977825651,96402.0,1143.7468125615594
13052005,3.355432e-05,100.715271,0.913246639808335,838858.0,0.0271382140577594,1.0,0.911942755308874,67357.0,1252.5080763366855
13052009,9.4884e-06,84.81652832,0.907416094285819,237210.0,0.0066056463604609,1.0,0.909837026615078,15778.0,1278.552786070803
13052010,4.588732e-05,83.45298767,0.90565184586478,1147183.0,0.0313882968860332,1.0,0.903096845549437,78656.0,1213.7123853973126
13052011,4.600384e-05,80.1015625,0.908263160921856,1150096.0,0.0305198910761808,1.0,0.908320477427736,89831.0,1025.5958432772495
13052012,4.644644e-05,77.48586273,0.900953382272042,1161161.0,0.0298657131050227,1.0,0.900144570462829,88716.0,1013.2646872567242
13052013,4.67492e-05,74.0247345,0.902607061622525,1168730.0,0.0291029090335273,1.0,0.905372253921001,98870.0,877.7179302103065
13052014,4.773472e-05,68.19547272,0.892606935239964,1193368.0,0.0275485603508456,1.0,0.892818678750686,88234.0,922.5650013884025
